image,label
data_given\Cat\6181.jpg,0
data_given\Cat\1697.jpg,0
data_given\Cat\3019.jpg,0
data_given\Dog\6400.jpg,1
data_given\Cat\8825.jpg,0
data_given\Dog\11046.jpg,1
data_given\Cat\5650.jpg,0
data_given\Dog\10059.jpg,1
data_given\Dog\2772.jpg,1
data_given\Dog\7994.jpg,1
data_given\Dog\5766.jpg,1
data_given\Dog\855.jpg,1
data_given\Cat\3821.jpg,0
data_given\Dog\2624.jpg,1
data_given\Cat\7829.jpg,0
data_given\Cat\1085.jpg,0
data_given\Dog\7574.jpg,1
data_given\Cat\810.jpg,0
data_given\Dog\8870.jpg,1
data_given\Dog\5908.jpg,1
data_given\Dog\5057.jpg,1
data_given\Cat\5239.jpg,0
data_given\Dog\2153.jpg,1
data_given\Cat\11960.jpg,0
data_given\Cat\150.jpg,0
data_given\Dog\3375.jpg,1
data_given\Cat\5009.jpg,0
data_given\Cat\5726.jpg,0
data_given\Cat\10679.jpg,0
data_given\Cat\9702.jpg,0
data_given\Dog\5181.jpg,1
data_given\Dog\1737.jpg,1
data_given\Dog\8667.jpg,1
data_given\Cat\9802.jpg,0
data_given\Cat\4519.jpg,0
data_given\Cat\7483.jpg,0
data_given\Cat\5373.jpg,0
data_given\Cat\9472.jpg,0
data_given\Dog\5997.jpg,1
data_given\Cat\1703.jpg,0
data_given\Dog\2031.jpg,1
data_given\Cat\25.jpg,0
data_given\Dog\3074.jpg,1
data_given\Dog\544.jpg,1
data_given\Dog\5707.jpg,1
data_given\Dog\3101.jpg,1
data_given\Cat\5865.jpg,0
data_given\Dog\10922.jpg,1
data_given\Dog\12247.jpg,1
data_given\Cat\7000.jpg,0
data_given\Dog\3820.jpg,1
data_given\Dog\11336.jpg,1
data_given\Dog\5484.jpg,1
data_given\Dog\9152.jpg,1
data_given\Cat\3917.jpg,0
data_given\Dog\6296.jpg,1
data_given\Cat\12303.jpg,0
data_given\Dog\8913.jpg,1
data_given\Cat\948.jpg,0
data_given\Cat\2064.jpg,0
data_given\Dog\6945.jpg,1
data_given\Cat\5887.jpg,0
data_given\Cat\2877.jpg,0
data_given\Cat\9117.jpg,0
data_given\Cat\11835.jpg,0
data_given\Dog\2847.jpg,1
data_given\Dog\4142.jpg,1
data_given\Cat\3935.jpg,0
data_given\Cat\5335.jpg,0
data_given\Dog\7120.jpg,1
data_given\Cat\820.jpg,0
data_given\Dog\5632.jpg,1
data_given\Cat\1031.jpg,0
data_given\Dog\12291.jpg,1
data_given\Dog\12038.jpg,1
data_given\Dog\65.jpg,1
data_given\Dog\9658.jpg,1
data_given\Cat\3246.jpg,0
data_given\Cat\12272.jpg,0
data_given\Dog\3890.jpg,1
data_given\Dog\6583.jpg,1
data_given\Cat\7527.jpg,0
data_given\Dog\3139.jpg,1
data_given\Dog\5811.jpg,1
data_given\Dog\739.jpg,1
data_given\Dog\10628.jpg,1
data_given\Dog\5572.jpg,1
data_given\Cat\8766.jpg,0
data_given\Dog\5275.jpg,1
data_given\Dog\8158.jpg,1
data_given\Dog\9824.jpg,1
data_given\Dog\10032.jpg,1
data_given\Cat\171.jpg,0
data_given\Dog\8782.jpg,1
data_given\Cat\3115.jpg,0
data_given\Cat\7475.jpg,0
data_given\Dog\6043.jpg,1
data_given\Cat\2094.jpg,0
data_given\Dog\2666.jpg,1
data_given\Dog\7274.jpg,1
data_given\Dog\187.jpg,1
data_given\Dog\4541.jpg,1
data_given\Dog\4851.jpg,1
data_given\Cat\2776.jpg,0
data_given\Dog\4673.jpg,1
data_given\Dog\6922.jpg,1
data_given\Dog\10997.jpg,1
data_given\Cat\1296.jpg,0
data_given\Cat\2660.jpg,0
data_given\Dog\8474.jpg,1
data_given\Cat\8820.jpg,0
data_given\Cat\4302.jpg,0
data_given\Dog\5645.jpg,1
data_given\Cat\1028.jpg,0
data_given\Cat\2987.jpg,0
data_given\Cat\1137.jpg,0
data_given\Cat\2378.jpg,0
data_given\Dog\8160.jpg,1
data_given\Cat\10491.jpg,0
data_given\Dog\7207.jpg,1
data_given\Dog\2804.jpg,1
data_given\Dog\4685.jpg,1
data_given\Cat\6858.jpg,0
data_given\Cat\2717.jpg,0
data_given\Dog\9119.jpg,1
data_given\Cat\111.jpg,0
data_given\Cat\10507.jpg,0
data_given\Dog\6401.jpg,1
data_given\Cat\12342.jpg,0
data_given\Cat\6481.jpg,0
data_given\Dog\6139.jpg,1
data_given\Cat\3233.jpg,0
data_given\Cat\12258.jpg,0
data_given\Dog\8002.jpg,1
data_given\Cat\3886.jpg,0
data_given\Cat\8809.jpg,0
data_given\Dog\354.jpg,1
data_given\Cat\1957.jpg,0
data_given\Dog\341.jpg,1
data_given\Dog\6604.jpg,1
data_given\Dog\3744.jpg,1
data_given\Dog\8183.jpg,1
data_given\Cat\9549.jpg,0
data_given\Cat\1576.jpg,0
data_given\Dog\9842.jpg,1
data_given\Cat\3623.jpg,0
data_given\Cat\1355.jpg,0
data_given\Cat\759.jpg,0
data_given\Cat\2193.jpg,0
data_given\Dog\6733.jpg,1
data_given\Dog\11215.jpg,1
data_given\Dog\12321.jpg,1
data_given\Cat\11350.jpg,0
data_given\Cat\387.jpg,0
data_given\Cat\5297.jpg,0
data_given\Cat\8387.jpg,0
data_given\Cat\5133.jpg,0
data_given\Dog\265.jpg,1
data_given\Dog\6799.jpg,1
data_given\Dog\2502.jpg,1
data_given\Cat\5756.jpg,0
data_given\Cat\4854.jpg,0
data_given\Cat\10540.jpg,0
data_given\Cat\3806.jpg,0
data_given\Cat\9696.jpg,0
data_given\Dog\5774.jpg,1
data_given\Cat\7624.jpg,0
data_given\Dog\4474.jpg,1
data_given\Dog\6661.jpg,1
data_given\Dog\2830.jpg,1
data_given\Cat\12203.jpg,0
data_given\Dog\8300.jpg,1
data_given\Cat\9500.jpg,0
data_given\Dog\8513.jpg,1
data_given\Dog\4893.jpg,1
data_given\Dog\6168.jpg,1
data_given\Dog\7196.jpg,1
data_given\Dog\8563.jpg,1
data_given\Dog\4701.jpg,1
data_given\Cat\6655.jpg,0
data_given\Dog\1621.jpg,1
data_given\Dog\2675.jpg,1
data_given\Cat\9603.jpg,0
data_given\Dog\8970.jpg,1
data_given\Dog\905.jpg,1
data_given\Cat\10181.jpg,0
data_given\Dog\10781.jpg,1
data_given\Cat\2442.jpg,0
data_given\Cat\9953.jpg,0
data_given\Cat\11892.jpg,0
data_given\Dog\6280.jpg,1
data_given\Dog\10695.jpg,1
data_given\Dog\7296.jpg,1
data_given\Dog\1328.jpg,1
data_given\Dog\10936.jpg,1
data_given\Dog\3485.jpg,1
data_given\Cat\4254.jpg,0
data_given\Cat\7890.jpg,0
data_given\Cat\812.jpg,0
data_given\Dog\12182.jpg,1
data_given\Cat\3429.jpg,0
data_given\Cat\7116.jpg,0
data_given\Dog\8303.jpg,1
data_given\Cat\9480.jpg,0
data_given\Dog\1186.jpg,1
data_given\Cat\1596.jpg,0
data_given\Dog\1551.jpg,1
data_given\Dog\10077.jpg,1
data_given\Cat\2178.jpg,0
data_given\Dog\12316.jpg,1
data_given\Dog\2973.jpg,1
data_given\Cat\2111.jpg,0
data_given\Cat\4199.jpg,0
data_given\Cat\7991.jpg,0
data_given\Dog\8006.jpg,1
data_given\Cat\5781.jpg,0
data_given\Cat\6706.jpg,0
data_given\Dog\9752.jpg,1
data_given\Dog\3971.jpg,1
data_given\Cat\9132.jpg,0
data_given\Cat\7729.jpg,0
data_given\Dog\1264.jpg,1
data_given\Dog\3410.jpg,1
data_given\Cat\6253.jpg,0
data_given\Dog\4457.jpg,1
data_given\Dog\6479.jpg,1
data_given\Cat\12197.jpg,0
data_given\Cat\2236.jpg,0
data_given\Dog\4919.jpg,1
data_given\Cat\649.jpg,0
data_given\Dog\285.jpg,1
data_given\Cat\8784.jpg,0
data_given\Cat\7290.jpg,0
data_given\Dog\1095.jpg,1
data_given\Dog\880.jpg,1
data_given\Cat\6772.jpg,0
data_given\Cat\3296.jpg,0
data_given\Cat\12495.jpg,0
data_given\Dog\5852.jpg,1
data_given\Cat\11858.jpg,0
data_given\Cat\4139.jpg,0
data_given\Cat\7344.jpg,0
data_given\Dog\10890.jpg,1
data_given\Cat\1134.jpg,0
data_given\Cat\8426.jpg,0
data_given\Cat\3053.jpg,0
data_given\Dog\8383.jpg,1
data_given\Cat\6824.jpg,0
data_given\Cat\10188.jpg,0
data_given\Dog\3190.jpg,1
data_given\Dog\2556.jpg,1
data_given\Dog\10130.jpg,1
data_given\Dog\6666.jpg,1
data_given\Cat\9677.jpg,0
data_given\Cat\11042.jpg,0
data_given\Cat\11823.jpg,0
data_given\Cat\4245.jpg,0
data_given\Cat\2833.jpg,0
data_given\Cat\5490.jpg,0
data_given\Dog\8910.jpg,1
data_given\Cat\6245.jpg,0
data_given\Dog\3534.jpg,1
data_given\Dog\3896.jpg,1
data_given\Dog\6133.jpg,1
data_given\Cat\8418.jpg,0
data_given\Cat\4574.jpg,0
data_given\Cat\755.jpg,0
data_given\Cat\6774.jpg,0
data_given\Cat\869.jpg,0
data_given\Cat\1280.jpg,0
data_given\Dog\5953.jpg,1
data_given\Dog\10252.jpg,1
data_given\Cat\6499.jpg,0
data_given\Cat\6153.jpg,0
data_given\Dog\9401.jpg,1
data_given\Cat\7465.jpg,0
data_given\Cat\8466.jpg,0
data_given\Cat\1091.jpg,0
data_given\Cat\11485.jpg,0
data_given\Dog\11281.jpg,1
data_given\Dog\2641.jpg,1
data_given\Dog\7321.jpg,1
data_given\Dog\8493.jpg,1
data_given\Cat\11943.jpg,0
data_given\Dog\3933.jpg,1
data_given\Cat\6363.jpg,0
data_given\Cat\8654.jpg,0
data_given\Dog\7896.jpg,1
data_given\Dog\2731.jpg,1
data_given\Dog\4510.jpg,1
data_given\Cat\2756.jpg,0
data_given\Dog\8932.jpg,1
data_given\Dog\2010.jpg,1
data_given\Dog\5778.jpg,1
data_given\Dog\6174.jpg,1
data_given\Dog\11069.jpg,1
data_given\Cat\1597.jpg,0
data_given\Cat\5755.jpg,0
data_given\Dog\11638.jpg,1
data_given\Dog\7073.jpg,1
data_given\Dog\1289.jpg,1
data_given\Cat\3529.jpg,0
data_given\Dog\9183.jpg,1
data_given\Cat\5794.jpg,0
data_given\Cat\3747.jpg,0
data_given\Cat\395.jpg,0
data_given\Dog\710.jpg,1
data_given\Dog\5176.jpg,1
data_given\Cat\5305.jpg,0
data_given\Cat\11803.jpg,0
data_given\Dog\3984.jpg,1
data_given\Cat\8924.jpg,0
data_given\Cat\2774.jpg,0
data_given\Cat\11715.jpg,0
data_given\Cat\6710.jpg,0
data_given\Cat\4831.jpg,0
data_given\Cat\6119.jpg,0
data_given\Dog\801.jpg,1
data_given\Cat\9797.jpg,0
data_given\Dog\9485.jpg,1
data_given\Cat\10347.jpg,0
data_given\Cat\4917.jpg,0
data_given\Dog\4443.jpg,1
data_given\Cat\6078.jpg,0
data_given\Dog\6378.jpg,1
data_given\Dog\10226.jpg,1
data_given\Cat\10010.jpg,0
data_given\Cat\1074.jpg,0
data_given\Dog\5549.jpg,1
data_given\Dog\2618.jpg,1
data_given\Dog\757.jpg,1
data_given\Dog\5016.jpg,1
data_given\Dog\10050.jpg,1
data_given\Dog\580.jpg,1
data_given\Dog\2860.jpg,1
data_given\Dog\12024.jpg,1
data_given\Cat\4623.jpg,0
data_given\Cat\8639.jpg,0
data_given\Dog\5681.jpg,1
data_given\Dog\5235.jpg,1
data_given\Cat\10956.jpg,0
data_given\Cat\11501.jpg,0
data_given\Cat\11898.jpg,0
data_given\Dog\6679.jpg,1
data_given\Cat\3386.jpg,0
data_given\Cat\1366.jpg,0
data_given\Cat\5758.jpg,0
data_given\Cat\10845.jpg,0
data_given\Cat\6517.jpg,0
data_given\Cat\5536.jpg,0
data_given\Cat\11945.jpg,0
data_given\Cat\5614.jpg,0
data_given\Dog\12417.jpg,1
data_given\Dog\1133.jpg,1
data_given\Dog\7342.jpg,1
data_given\Dog\1643.jpg,1
data_given\Dog\12255.jpg,1
data_given\Dog\1675.jpg,1
data_given\Cat\7141.jpg,0
data_given\Cat\3701.jpg,0
data_given\Dog\8379.jpg,1
data_given\Dog\4215.jpg,1
data_given\Dog\6989.jpg,1
data_given\Dog\9473.jpg,1
data_given\Dog\7368.jpg,1
data_given\Cat\5120.jpg,0
data_given\Dog\3804.jpg,1
data_given\Dog\5980.jpg,1
data_given\Cat\7510.jpg,0
data_given\Cat\11971.jpg,0
data_given\Cat\8355.jpg,0
data_given\Cat\4198.jpg,0
data_given\Cat\8652.jpg,0
data_given\Dog\9861.jpg,1
data_given\Cat\5181.jpg,0
data_given\Dog\6709.jpg,1
data_given\Dog\11130.jpg,1
data_given\Cat\11534.jpg,0
data_given\Dog\8333.jpg,1
data_given\Cat\6497.jpg,0
data_given\Dog\7283.jpg,1
data_given\Dog\10964.jpg,1
data_given\Cat\7544.jpg,0
data_given\Dog\4232.jpg,1
data_given\Dog\9674.jpg,1
data_given\Dog\4930.jpg,1
data_given\Dog\9759.jpg,1
data_given\Dog\416.jpg,1
data_given\Cat\9520.jpg,0
data_given\Dog\3469.jpg,1
data_given\Dog\2563.jpg,1
data_given\Cat\9150.jpg,0
data_given\Dog\9785.jpg,1
data_given\Cat\10318.jpg,0
data_given\Dog\1476.jpg,1
data_given\Cat\2537.jpg,0
data_given\Cat\7637.jpg,0
data_given\Cat\5259.jpg,0
data_given\Dog\10664.jpg,1
data_given\Cat\6053.jpg,0
data_given\Cat\10731.jpg,0
data_given\Cat\5240.jpg,0
data_given\Dog\5887.jpg,1
data_given\Cat\9852.jpg,0
data_given\Dog\4683.jpg,1
data_given\Cat\546.jpg,0
data_given\Cat\1608.jpg,0
data_given\Dog\7913.jpg,1
data_given\Cat\9183.jpg,0
data_given\Cat\4443.jpg,0
data_given\Dog\1246.jpg,1
data_given\Dog\619.jpg,1
data_given\Dog\11381.jpg,1
data_given\Cat\9026.jpg,0
data_given\Dog\3713.jpg,1
data_given\Dog\8465.jpg,1
data_given\Cat\8019.jpg,0
data_given\Dog\1216.jpg,1
data_given\Cat\9051.jpg,0
data_given\Dog\10317.jpg,1
data_given\Dog\11944.jpg,1
data_given\Cat\261.jpg,0
data_given\Dog\4205.jpg,1
data_given\Cat\11802.jpg,0
data_given\Dog\4230.jpg,1
data_given\Dog\33.jpg,1
data_given\Dog\1227.jpg,1
data_given\Cat\2202.jpg,0
data_given\Cat\9293.jpg,0
data_given\Cat\8488.jpg,0
data_given\Cat\5371.jpg,0
data_given\Dog\6263.jpg,1
data_given\Dog\5895.jpg,1
data_given\Cat\1823.jpg,0
data_given\Dog\7251.jpg,1
data_given\Cat\6613.jpg,0
data_given\Cat\11299.jpg,0
data_given\Cat\3134.jpg,0
data_given\Cat\7004.jpg,0
data_given\Dog\9615.jpg,1
data_given\Cat\9128.jpg,0
data_given\Dog\6893.jpg,1
data_given\Cat\6533.jpg,0
data_given\Cat\6190.jpg,0
data_given\Dog\956.jpg,1
data_given\Cat\6531.jpg,0
data_given\Cat\3023.jpg,0
data_given\Cat\11848.jpg,0
data_given\Dog\6701.jpg,1
data_given\Dog\6402.jpg,1
data_given\Dog\9825.jpg,1
data_given\Cat\10945.jpg,0
data_given\Cat\2521.jpg,0
data_given\Dog\5677.jpg,1
data_given\Dog\5758.jpg,1
data_given\Dog\3334.jpg,1
data_given\Dog\4350.jpg,1
data_given\Dog\11402.jpg,1
data_given\Dog\3761.jpg,1
data_given\Cat\9527.jpg,0
data_given\Cat\4611.jpg,0
data_given\Dog\10831.jpg,1
data_given\Dog\3530.jpg,1
data_given\Cat\3282.jpg,0
data_given\Cat\10030.jpg,0
data_given\Dog\8003.jpg,1
data_given\Cat\4046.jpg,0
data_given\Dog\10228.jpg,1
data_given\Dog\11914.jpg,1
data_given\Dog\3451.jpg,1
data_given\Dog\11891.jpg,1
data_given\Dog\3471.jpg,1
data_given\Cat\8175.jpg,0
data_given\Cat\2376.jpg,0
data_given\Dog\2797.jpg,1
data_given\Dog\10624.jpg,1
data_given\Cat\1904.jpg,0
data_given\Dog\4988.jpg,1
data_given\Dog\8443.jpg,1
data_given\Cat\7321.jpg,0
data_given\Cat\6624.jpg,0
data_given\Cat\2360.jpg,0
data_given\Cat\6288.jpg,0
data_given\Cat\1045.jpg,0
data_given\Cat\3637.jpg,0
data_given\Dog\10146.jpg,1
data_given\Dog\4158.jpg,1
data_given\Dog\5964.jpg,1
data_given\Dog\11774.jpg,1
data_given\Cat\6564.jpg,0
data_given\Cat\6045.jpg,0
data_given\Cat\8553.jpg,0
data_given\Dog\5448.jpg,1
data_given\Dog\2971.jpg,1
data_given\Dog\1971.jpg,1
data_given\Dog\10714.jpg,1
data_given\Dog\7714.jpg,1
data_given\Dog\6295.jpg,1
data_given\Dog\11868.jpg,1
data_given\Dog\11323.jpg,1
data_given\Dog\4008.jpg,1
data_given\Cat\3332.jpg,0
data_given\Cat\4430.jpg,0
data_given\Cat\4467.jpg,0
data_given\Dog\2960.jpg,1
data_given\Dog\4706.jpg,1
data_given\Dog\7698.jpg,1
data_given\Dog\7955.jpg,1
data_given\Dog\1645.jpg,1
data_given\Cat\3096.jpg,0
data_given\Cat\809.jpg,0
data_given\Cat\10477.jpg,0
data_given\Cat\5306.jpg,0
data_given\Dog\3174.jpg,1
data_given\Dog\4481.jpg,1
data_given\Cat\1485.jpg,0
data_given\Dog\11419.jpg,1
data_given\Dog\5641.jpg,1
data_given\Dog\11088.jpg,1
data_given\Dog\6078.jpg,1
data_given\Cat\10615.jpg,0
data_given\Cat\5320.jpg,0
data_given\Cat\6143.jpg,0
data_given\Dog\5141.jpg,1
data_given\Cat\4805.jpg,0
data_given\Cat\472.jpg,0
data_given\Cat\10991.jpg,0
data_given\Dog\2921.jpg,1
data_given\Cat\9559.jpg,0
data_given\Dog\8601.jpg,1
data_given\Dog\10420.jpg,1
data_given\Dog\6764.jpg,1
data_given\Dog\8804.jpg,1
data_given\Dog\1234.jpg,1
data_given\Cat\4580.jpg,0
data_given\Dog\3003.jpg,1
data_given\Dog\10637.jpg,1
data_given\Cat\8538.jpg,0
data_given\Dog\694.jpg,1
data_given\Cat\11304.jpg,0
data_given\Cat\8578.jpg,0
data_given\Dog\9423.jpg,1
data_given\Dog\9151.jpg,1
data_given\Dog\1929.jpg,1
data_given\Cat\7756.jpg,0
data_given\Dog\11849.jpg,1
data_given\Dog\4323.jpg,1
data_given\Dog\1587.jpg,1
data_given\Dog\8357.jpg,1
data_given\Cat\4253.jpg,0
data_given\Dog\1906.jpg,1
data_given\Dog\3753.jpg,1
data_given\Cat\960.jpg,0
data_given\Cat\11483.jpg,0
data_given\Cat\246.jpg,0
data_given\Dog\2357.jpg,1
data_given\Cat\1620.jpg,0
data_given\Dog\7242.jpg,1
data_given\Cat\9354.jpg,0
data_given\Cat\5593.jpg,0
data_given\Dog\6559.jpg,1
data_given\Dog\8734.jpg,1
data_given\Cat\11952.jpg,0
data_given\Dog\11093.jpg,1
data_given\Cat\2230.jpg,0
data_given\Cat\8771.jpg,0
data_given\Cat\2122.jpg,0
data_given\Cat\3905.jpg,0
data_given\Cat\5774.jpg,0
data_given\Cat\10070.jpg,0
data_given\Cat\8301.jpg,0
data_given\Dog\10860.jpg,1
data_given\Dog\727.jpg,1
data_given\Cat\11564.jpg,0
data_given\Dog\4073.jpg,1
data_given\Cat\7580.jpg,0
data_given\Dog\1634.jpg,1
data_given\Cat\98.jpg,0
data_given\Cat\3542.jpg,0
data_given\Cat\2443.jpg,0
data_given\Dog\12495.jpg,1
data_given\Dog\4884.jpg,1
data_given\Cat\4194.jpg,0
data_given\Cat\1080.jpg,0
data_given\Cat\4263.jpg,0
data_given\Dog\11639.jpg,1
data_given\Cat\6780.jpg,0
data_given\Cat\8083.jpg,0
data_given\Dog\5794.jpg,1
data_given\Cat\1266.jpg,0
data_given\Dog\10312.jpg,1
data_given\Dog\11213.jpg,1
data_given\Dog\2247.jpg,1
data_given\Cat\1424.jpg,0
data_given\Dog\10240.jpg,1
data_given\Cat\8905.jpg,0
data_given\Cat\5129.jpg,0
data_given\Cat\5303.jpg,0
data_given\Cat\5115.jpg,0
data_given\Dog\5973.jpg,1
data_given\Dog\4748.jpg,1
data_given\Dog\8605.jpg,1
data_given\Dog\2332.jpg,1
data_given\Dog\9011.jpg,1
data_given\Dog\7509.jpg,1
data_given\Cat\7625.jpg,0
data_given\Cat\10974.jpg,0
data_given\Cat\971.jpg,0
data_given\Dog\5225.jpg,1
data_given\Cat\1913.jpg,0
data_given\Cat\9467.jpg,0
data_given\Cat\3670.jpg,0
data_given\Dog\5765.jpg,1
data_given\Dog\9195.jpg,1
data_given\Dog\6565.jpg,1
data_given\Cat\4342.jpg,0
data_given\Dog\5820.jpg,1
data_given\Dog\227.jpg,1
data_given\Cat\6912.jpg,0
data_given\Dog\5956.jpg,1
data_given\Dog\8626.jpg,1
data_given\Cat\11704.jpg,0
data_given\Dog\10293.jpg,1
data_given\Dog\11761.jpg,1
data_given\Dog\5062.jpg,1
data_given\Dog\2651.jpg,1
data_given\Cat\10364.jpg,0
data_given\Dog\5237.jpg,1
data_given\Dog\11360.jpg,1
data_given\Cat\7908.jpg,0
data_given\Cat\3526.jpg,0
data_given\Cat\8969.jpg,0
data_given\Dog\2784.jpg,1
data_given\Dog\1409.jpg,1
data_given\Dog\8142.jpg,1
data_given\Dog\6186.jpg,1
data_given\Cat\11741.jpg,0
data_given\Dog\9809.jpg,1
data_given\Cat\6301.jpg,0
data_given\Dog\10470.jpg,1
data_given\Cat\11876.jpg,0
data_given\Dog\11455.jpg,1
data_given\Cat\6246.jpg,0
data_given\Dog\5011.jpg,1
data_given\Dog\4358.jpg,1
data_given\Dog\8081.jpg,1
data_given\Dog\1233.jpg,1
data_given\Cat\11596.jpg,0
data_given\Cat\7871.jpg,0
data_given\Dog\6787.jpg,1
data_given\Cat\3277.jpg,0
data_given\Cat\8688.jpg,0
data_given\Cat\8726.jpg,0
data_given\Cat\6760.jpg,0
data_given\Dog\4703.jpg,1
data_given\Cat\3384.jpg,0
data_given\Dog\7911.jpg,1
data_given\Cat\11022.jpg,0
data_given\Cat\7382.jpg,0
data_given\Cat\4833.jpg,0
data_given\Dog\2893.jpg,1
data_given\Dog\4607.jpg,1
data_given\Dog\12173.jpg,1
data_given\Dog\2883.jpg,1
data_given\Cat\5475.jpg,0
data_given\Dog\8771.jpg,1
data_given\Cat\9170.jpg,0
data_given\Dog\2841.jpg,1
data_given\Cat\10016.jpg,0
data_given\Cat\1153.jpg,0
data_given\Dog\12416.jpg,1
data_given\Dog\1086.jpg,1
data_given\Dog\10887.jpg,1
data_given\Dog\8336.jpg,1
data_given\Dog\7063.jpg,1
data_given\Dog\10314.jpg,1
data_given\Cat\7724.jpg,0
data_given\Cat\581.jpg,0
data_given\Dog\9173.jpg,1
data_given\Dog\5520.jpg,1
data_given\Dog\4373.jpg,1
data_given\Cat\9602.jpg,0
data_given\Cat\7823.jpg,0
data_given\Cat\7598.jpg,0
data_given\Cat\4811.jpg,0
data_given\Cat\6568.jpg,0
data_given\Dog\7445.jpg,1
data_given\Cat\1830.jpg,0
data_given\Cat\11786.jpg,0
data_given\Cat\5834.jpg,0
data_given\Cat\6228.jpg,0
data_given\Cat\11936.jpg,0
data_given\Cat\1757.jpg,0
data_given\Dog\9757.jpg,1
data_given\Cat\230.jpg,0
data_given\Cat\5632.jpg,0
data_given\Cat\9694.jpg,0
data_given\Dog\10783.jpg,1
data_given\Dog\11270.jpg,1
data_given\Dog\8607.jpg,1
data_given\Dog\1831.jpg,1
data_given\Cat\6693.jpg,0
data_given\Dog\6520.jpg,1
data_given\Cat\537.jpg,0
data_given\Dog\6598.jpg,1
data_given\Dog\8565.jpg,1
data_given\Dog\7734.jpg,1
data_given\Dog\226.jpg,1
data_given\Cat\7767.jpg,0
data_given\Cat\6900.jpg,0
data_given\Dog\11893.jpg,1
data_given\Cat\2815.jpg,0
data_given\Dog\2625.jpg,1
data_given\Dog\7517.jpg,1
data_given\Dog\7953.jpg,1
data_given\Cat\12381.jpg,0
data_given\Dog\2792.jpg,1
data_given\Dog\8188.jpg,1
data_given\Cat\3232.jpg,0
data_given\Dog\11795.jpg,1
data_given\Dog\6007.jpg,1
data_given\Cat\8414.jpg,0
data_given\Dog\49.jpg,1
data_given\Cat\12213.jpg,0
data_given\Dog\7450.jpg,1
data_given\Dog\6435.jpg,1
data_given\Cat\1771.jpg,0
data_given\Dog\1506.jpg,1
data_given\Dog\7231.jpg,1
data_given\Dog\5994.jpg,1
data_given\Dog\9028.jpg,1
data_given\Dog\11862.jpg,1
data_given\Cat\7941.jpg,0
data_given\Cat\619.jpg,0
data_given\Cat\2676.jpg,0
data_given\Cat\9285.jpg,0
data_given\Cat\2423.jpg,0
data_given\Cat\374.jpg,0
data_given\Cat\766.jpg,0
data_given\Dog\7135.jpg,1
data_given\Cat\11771.jpg,0
data_given\Cat\8626.jpg,0
data_given\Cat\8589.jpg,0
data_given\Dog\3170.jpg,1
data_given\Dog\11956.jpg,1
data_given\Dog\4780.jpg,1
data_given\Dog\3352.jpg,1
data_given\Cat\9509.jpg,0
data_given\Cat\82.jpg,0
data_given\Cat\10830.jpg,0
data_given\Dog\9722.jpg,1
data_given\Dog\2680.jpg,1
data_given\Cat\4217.jpg,0
data_given\Dog\8915.jpg,1
data_given\Dog\8665.jpg,1
data_given\Dog\307.jpg,1
data_given\Dog\9746.jpg,1
data_given\Cat\10168.jpg,0
data_given\Cat\10905.jpg,0
data_given\Dog\4063.jpg,1
data_given\Cat\8600.jpg,0
data_given\Dog\6292.jpg,1
data_given\Dog\8445.jpg,1
data_given\Cat\2411.jpg,0
data_given\Cat\1869.jpg,0
data_given\Dog\10553.jpg,1
data_given\Dog\4824.jpg,1
data_given\Dog\8537.jpg,1
data_given\Dog\5371.jpg,1
data_given\Dog\5705.jpg,1
data_given\Cat\12161.jpg,0
data_given\Cat\11747.jpg,0
data_given\Cat\384.jpg,0
data_given\Dog\8821.jpg,1
data_given\Cat\640.jpg,0
data_given\Dog\11992.jpg,1
data_given\Dog\1041.jpg,1
data_given\Dog\1563.jpg,1
data_given\Cat\7070.jpg,0
data_given\Cat\8461.jpg,0
data_given\Dog\4465.jpg,1
data_given\Dog\4723.jpg,1
data_given\Cat\11317.jpg,0
data_given\Cat\4312.jpg,0
data_given\Dog\12211.jpg,1
data_given\Dog\11243.jpg,1
data_given\Dog\723.jpg,1
data_given\Dog\3030.jpg,1
data_given\Cat\11703.jpg,0
data_given\Dog\11821.jpg,1
data_given\Cat\1347.jpg,0
data_given\Cat\2949.jpg,0
data_given\Dog\9967.jpg,1
data_given\Dog\7379.jpg,1
data_given\Dog\3698.jpg,1
data_given\Cat\7139.jpg,0
data_given\Cat\7730.jpg,0
data_given\Dog\7495.jpg,1
data_given\Cat\12059.jpg,0
data_given\Dog\7839.jpg,1
data_given\Cat\6861.jpg,0
data_given\Cat\4453.jpg,0
data_given\Cat\5281.jpg,0
data_given\Dog\8686.jpg,1
data_given\Dog\5341.jpg,1
data_given\Cat\9447.jpg,0
data_given\Dog\5995.jpg,1
data_given\Cat\7988.jpg,0
data_given\Cat\386.jpg,0
data_given\Cat\5128.jpg,0
data_given\Dog\6970.jpg,1
data_given\Cat\3491.jpg,0
data_given\Dog\6110.jpg,1
data_given\Cat\4685.jpg,0
data_given\Cat\7722.jpg,0
data_given\Cat\3200.jpg,0
data_given\Cat\11604.jpg,0
data_given\Dog\3750.jpg,1
data_given\Dog\9189.jpg,1
data_given\Dog\4756.jpg,1
data_given\Dog\10134.jpg,1
data_given\Cat\2561.jpg,0
data_given\Cat\4333.jpg,0
data_given\Cat\9818.jpg,0
data_given\Dog\10907.jpg,1
data_given\Cat\5466.jpg,0
